,Mouse ID,Drug Regimen_x,Sex_x,Age_months_x,Weight (g)_x,Timepoint_x,Tumor Volume (mm3)_x,Metastatic Sites_x,Drug Regimen_y,Sex_y,Age_months_y,Weight (g)_y,Timepoint_y,Tumor Volume (mm3)_y,Metastatic Sites_y
851,f932,Ketapril,Male,15,29,0,45.0,0,,,,,,,
852,f993,Naftisol,Male,21,28,0,45.0,0,,,,,,,
853,f993,Naftisol,Male,21,28,5,46.39575966,0,,,,,,,
854,f993,Naftisol,Male,21,28,10,48.18537323,0,,,,,,,
855,f993,Naftisol,Male,21,28,15,49.10697473,1,,,,,,,
856,f993,Naftisol,Male,21,28,20,52.07951009,1,,,,,,,
857,g107,Ketapril,Female,2,29,0,45.0,0,,,,,,,
858,g107,Ketapril,Female,2,29,5,48.79166496,0,,,,,,,
859,g107,Ketapril,Female,2,29,10,53.43598668,0,,,,,,,
860,g107,Ketapril,Female,2,29,15,58.13554485,0,,,,,,,
861,g107,Ketapril,Female,2,29,20,62.70603145,0,,,,,,,
862,g107,Ketapril,Female,2,29,25,64.66362579,0,,,,,,,
863,g107,Ketapril,Female,2,29,30,69.16051982,0,,,,,,,
864,g107,Ketapril,Female,2,29,35,71.90511721,0,,,,,,,
865,g296,Zoniferol,Female,14,29,0,45.0,0,,,,,,,
866,g296,Zoniferol,Female,14,29,5,46.59323337,0,,,,,,,
867,g296,Zoniferol,Female,14,29,10,48.26950861,0,,,,,,,
868,g296,Zoniferol,Female,14,29,15,49.65324404,1,,,,,,,
869,g296,Zoniferol,Female,14,29,20,51.4471183,2,,,,,,,
870,g296,Zoniferol,Female,14,29,25,55.6701066,3,,,,,,,
871,g296,Zoniferol,Female,14,29,30,57.99770642,3,,,,,,,
872,g296,Zoniferol,Female,14,29,35,60.38451978,4,,,,,,,
873,g296,Zoniferol,Female,14,29,40,62.22191493,4,,,,,,,
874,g296,Zoniferol,Female,14,29,45,68.16319517,4,,,,,,,
875,g497,Ketapril,Male,19,28,0,45.0,0,,,,,,,
876,g497,Ketapril,Male,19,28,5,48.78206878,0,,,,,,,
877,g497,Ketapril,Male,19,28,10,49.6470865,0,,,,,,,
878,g497,Ketapril,Male,19,28,15,53.64616804,1,,,,,,,
879,g497,Ketapril,Male,19,28,20,55.09699356,1,,,,,,,
880,g497,Ketapril,Male,19,28,25,57.52444611,2,,,,,,,
881,g497,Ketapril,Male,19,28,30,61.108185999999996,2,,,,,,,
882,g497,Ketapril,Male,19,28,35,64.09488929999999,2,,,,,,,
883,g497,Ketapril,Male,19,28,40,67.74281406,2,,,,,,,
884,g497,Ketapril,Male,19,28,45,69.87225079,2,,,,,,,
885,g558,Propriva,Male,8,29,0,45.0,0,,,,,,,
886,g558,Propriva,Male,8,29,5,46.18874193,0,,,,,,,
887,g558,Propriva,Male,8,29,10,50.09475382,0,,,,,,,
888,g558,Propriva,Male,8,29,15,51.007258,0,,,,,,,
889,g558,Propriva,Male,8,29,20,55.09009691,1,,,,,,,
890,g558,Propriva,Male,8,29,25,55.75408257,2,,,,,,,
891,g558,Propriva,Male,8,29,30,58.95282911,3,,,,,,,
892,g558,Propriva,Male,8,29,35,60.86215883,4,,,,,,,
893,g558,Propriva,Male,8,29,40,61.77496268,4,,,,,,,
894,g570,Propriva,Male,16,29,0,45.0,0,,,,,,,
895,g570,Propriva,Male,16,29,5,47.65642436,1,,,,,,,
896,g570,Propriva,Male,16,29,10,49.18823167,1,,,,,,,
897,g570,Propriva,Male,16,29,15,52.6826954,1,,,,,,,
898,g570,Propriva,Male,16,29,20,54.64329541,1,,,,,,,
899,g570,Propriva,Male,16,29,25,56.8494056,1,,,,,,,
900,g570,Propriva,Male,16,29,30,60.32871705,1,,,,,,,
901,g570,Propriva,Male,16,29,35,62.3304204,2,,,,,,,
902,g570,Propriva,Male,16,29,40,68.52585616,2,,,,,,,
903,g570,Propriva,Male,16,29,45,70.49278763,2,,,,,,,
904,g867,Stelasyn,Female,9,25,0,45.0,0,,,,,,,
905,g867,Stelasyn,Female,9,25,5,46.88074916,0,,,,,,,
906,g867,Stelasyn,Female,9,25,10,48.18340167,0,,,,,,,
907,g867,Stelasyn,Female,9,25,15,51.06041924,1,,,,,,,
908,h246,Ketapril,Male,13,30,0,45.0,0,,,,,,,
909,h246,Ketapril,Male,13,30,5,49.47041702,0,,,,,,,
910,h246,Ketapril,Male,13,30,10,51.36886216,1,,,,,,,
911,h246,Ketapril,Male,13,30,15,56.18432701,1,,,,,,,
912,h246,Ketapril,Male,13,30,20,57.93591218,1,,,,,,,
913,h246,Ketapril,Male,13,30,25,59.5488537,1,,,,,,,
914,h246,Ketapril,Male,13,30,30,63.59960954,1,,,,,,,
915,h246,Ketapril,Male,13,30,35,67.2112701,2,,,,,,,
916,h246,Ketapril,Male,13,30,40,71.15083468,2,,,,,,,
917,h246,Ketapril,Male,13,30,45,74.10408567,2,,,,,,,
918,h333,Stelasyn,Male,21,27,0,45.0,0,,,,,,,
919,h333,Stelasyn,Male,21,27,5,45.75172728,0,,,,,,,
920,h333,Stelasyn,Male,21,27,10,46.23384414,1,,,,,,,
921,h333,Stelasyn,Male,21,27,15,50.69260358,2,,,,,,,
922,h333,Stelasyn,Male,21,27,20,51.99780618,2,,,,,,,
923,h333,Stelasyn,Male,21,27,25,53.73091434,2,,,,,,,
924,h333,Stelasyn,Male,21,27,30,55.45528975,2,,,,,,,
925,h428,Ketapril,Female,1,27,0,45.0,0,,,,,,,
926,h531,Ceftamin,Male,5,27,0,45.0,0,,,,,,,
927,h531,Ceftamin,Male,5,27,5,47.784681799999994,0,,,,,,,
928,i386,Infubinol,Female,23,29,0,45.0,0,,,,,,,
929,i386,Infubinol,Female,23,29,5,46.85369669,1,,,,,,,
930,i386,Infubinol,Female,23,29,10,49.86154739,2,,,,,,,
931,i386,Infubinol,Female,23,29,15,51.73656088,2,,,,,,,
932,i386,Infubinol,Female,23,29,20,55.08772445,2,,,,,,,
933,i386,Infubinol,Female,23,29,25,56.68786392,3,,,,,,,
934,i386,Infubinol,Female,23,29,30,59.13364029,3,,,,,,,
935,i386,Infubinol,Female,23,29,35,64.92542037,3,,,,,,,
936,i386,Infubinol,Female,23,29,40,67.28962147,4,,,,,,,
937,i477,Placebo,Female,3,30,0,45.0,0,,,,,,,
938,i477,Placebo,Female,3,30,5,46.65738471,0,,,,,,,
939,i477,Placebo,Female,3,30,10,47.52063206,0,,,,,,,
940,i635,Propriva,Male,21,26,0,45.0,0,,,,,,,
941,i635,Propriva,Male,21,26,5,47.23593715,0,,,,,,,
942,i635,Propriva,Male,21,26,10,48.68575605,1,,,,,,,
943,i635,Propriva,Male,21,26,15,49.53689775,1,,,,,,,
944,i635,Propriva,Male,21,26,20,51.87706189,1,,,,,,,
945,i635,Propriva,Male,21,26,25,52.92882323,1,,,,,,,
946,i635,Propriva,Male,21,26,30,53.5970382,2,,,,,,,
947,i635,Propriva,Male,21,26,35,55.67999656,2,,,,,,,
948,i635,Propriva,Male,21,26,40,56.84243514,3,,,,,,,
949,i635,Propriva,Male,21,26,45,58.63340414,3,,,,,,,
950,i669,Placebo,Female,18,27,0,45.0,0,,,,,,,
951,i669,Placebo,Female,18,27,5,46.76466824,1,,,,,,,
952,i669,Placebo,Female,18,27,10,48.2816334,1,,,,,,,
953,i669,Placebo,Female,18,27,15,48.857600700000006,1,,,,,,,
954,i669,Placebo,Female,18,27,20,50.87369027,1,,,,,,,
955,i669,Placebo,Female,18,27,25,53.30318455,2,,,,,,,
956,i901,Stelasyn,Male,23,29,0,45.0,0,,,,,,,
957,i901,Stelasyn,Male,23,29,5,46.49302392,0,,,,,,,
958,i901,Stelasyn,Male,23,29,10,50.42124982,0,,,,,,,
959,i901,Stelasyn,Male,23,29,15,51.41964239,0,,,,,,,
960,i901,Stelasyn,Male,23,29,20,55.97440502,0,,,,,,,
961,i901,Stelasyn,Male,23,29,25,56.575194999999994,0,,,,,,,
962,i901,Stelasyn,Male,23,29,30,60.59185755,0,,,,,,,
963,i901,Stelasyn,Male,23,29,35,62.12733561,0,,,,,,,
964,i901,Stelasyn,Male,23,29,40,64.30345451,0,,,,,,,
965,i901,Stelasyn,Male,23,29,45,65.34181087,0,,,,,,,
966,j235,Placebo,Male,6,30,0,45.0,0,,,,,,,
967,j235,Placebo,Male,6,30,5,46.58881978,0,,,,,,,
968,j235,Placebo,Male,6,30,10,48.01878792,1,,,,,,,
969,j235,Placebo,Male,6,30,15,51.16113815,1,,,,,,,
970,j235,Placebo,Male,6,30,20,52.94290169,1,,,,,,,
971,j296,Ceftamin,Female,24,30,0,45.0,0,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
972,j296,Ceftamin,Female,24,30,5,46.79925591,1,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
973,j296,Ceftamin,Female,24,30,10,48.52997762,2,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
974,j296,Ceftamin,Female,24,30,15,50.70127959,2,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
975,j296,Ceftamin,Female,24,30,20,54.00534209,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
976,j296,Ceftamin,Female,24,30,25,55.76714817,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
977,j296,Ceftamin,Female,24,30,30,56.80306121,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
978,j296,Ceftamin,Female,24,30,35,58.71448296,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
979,j296,Ceftamin,Female,24,30,40,60.07268848,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
980,j296,Ceftamin,Female,24,30,45,61.84902336,3,Ceftamin,Female,24.0,30.0,45.0,61.84902336,3.0
981,j365,Zoniferol,Male,24,28,0,45.0,0,,,,,,,
982,j365,Zoniferol,Male,24,28,5,46.7112611,0,,,,,,,
983,j365,Zoniferol,Male,24,28,10,48.34932028,0,,,,,,,
984,j365,Zoniferol,Male,24,28,15,49.58826336,0,,,,,,,
985,j365,Zoniferol,Male,24,28,20,50.93935278,1,,,,,,,
986,j365,Zoniferol,Male,24,28,25,51.810320399999995,1,,,,,,,
987,j365,Zoniferol,Male,24,28,30,54.40488176,1,,,,,,,
988,j365,Zoniferol,Male,24,28,35,56.96120016,2,,,,,,,
989,j365,Zoniferol,Male,24,28,40,62.32717066,2,,,,,,,
990,j365,Zoniferol,Male,24,28,45,64.29408493,2,,,,,,,
991,j755,Naftisol,Male,23,27,0,45.0,0,,,,,,,
992,j755,Naftisol,Male,23,27,5,47.24284357,0,,,,,,,
993,j755,Naftisol,Male,23,27,10,48.16706083,0,,,,,,,
994,j755,Naftisol,Male,23,27,15,51.45397391,0,,,,,,,
995,j755,Naftisol,Male,23,27,20,55.49660753,1,,,,,,,
996,j755,Naftisol,Male,23,27,25,58.05581822,1,,,,,,,
997,j755,Naftisol,Male,23,27,30,60.00720978,1,,,,,,,
998,j755,Naftisol,Male,23,27,35,62.7328576,1,,,,,,,
999,j755,Naftisol,Male,23,27,40,67.2077103,1,,,,,,,
1000,j755,Naftisol,Male,23,27,45,69.56362076,1,,,,,,,
1001,j984,Stelasyn,Female,2,30,0,45.0,0,,,,,,,
1002,j984,Stelasyn,Female,2,30,5,48.41072109,1,,,,,,,
1003,j984,Stelasyn,Female,2,30,10,50.14108401,1,,,,,,,
1004,j984,Stelasyn,Female,2,30,15,51.16675687,1,,,,,,,
1005,j984,Stelasyn,Female,2,30,20,54.37251567,1,,,,,,,
1006,j984,Stelasyn,Female,2,30,25,57.06435479,1,,,,,,,
1007,j984,Stelasyn,Female,2,30,30,61.24050573,1,,,,,,,
1008,j984,Stelasyn,Female,2,30,35,64.05539896,1,,,,,,,
1009,j984,Stelasyn,Female,2,30,40,67.77708036,1,,,,,,,
1010,j984,Stelasyn,Female,2,30,45,70.65383162,1,,,,,,,
1011,k210,Ceftamin,Male,15,28,0,45.0,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1012,k210,Ceftamin,Male,15,28,5,47.91899771,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1013,k210,Ceftamin,Male,15,28,10,49.37993231,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1014,k210,Ceftamin,Male,15,28,15,51.07355752,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1015,k210,Ceftamin,Male,15,28,20,51.99761855,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1016,k210,Ceftamin,Male,15,28,25,54.61397279,0,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1017,k210,Ceftamin,Male,15,28,30,59.98950976,1,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1018,k210,Ceftamin,Male,15,28,35,63.32933023,1,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1019,k210,Ceftamin,Male,15,28,40,66.62283628,2,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1020,k210,Ceftamin,Male,15,28,45,68.92318457,3,Ceftamin,Male,15.0,28.0,45.0,68.92318457,3.0
1021,k382,Ketapril,Male,22,29,0,45.0,0,,,,,,,
1022,k382,Ketapril,Male,22,29,5,46.27499735,1,,,,,,,
1023,k382,Ketapril,Male,22,29,10,50.18096763,1,,,,,,,
1024,k382,Ketapril,Male,22,29,15,54.42916821,1,,,,,,,
1025,k382,Ketapril,Male,22,29,20,57.82435071,2,,,,,,,
1026,k382,Ketapril,Male,22,29,25,59.50390392,3,,,,,,,
1027,k382,Ketapril,Male,22,29,30,63.46944155,4,,,,,,,
1028,k382,Ketapril,Male,22,29,35,66.07918483,4,,,,,,,
1029,k382,Ketapril,Male,22,29,40,67.42095521,4,,,,,,,
1030,k382,Ketapril,Male,22,29,45,73.71561899999999,4,,,,,,,
1031,k483,Infubinol,Female,20,30,0,45.0,0,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1032,k483,Infubinol,Female,20,30,5,46.61105571,0,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1033,k483,Infubinol,Female,20,30,10,50.29604123,1,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1034,k483,Infubinol,Female,20,30,15,53.24445813,1,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1035,k483,Infubinol,Female,20,30,20,54.77896052,1,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1036,k483,Infubinol,Female,20,30,25,57.43200731,2,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1037,k483,Infubinol,Female,20,30,30,59.74707708,2,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1038,k483,Infubinol,Female,20,30,35,60.54156159,2,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1039,k483,Infubinol,Female,20,30,40,64.13872489,3,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1040,k483,Infubinol,Female,20,30,45,66.19691151,3,Infubinol,Female,20.0,30.0,45.0,66.19691151,3.0
1041,k510,Stelasyn,Female,8,27,0,45.0,0,,,,,,,
1042,k510,Stelasyn,Female,8,27,5,46.608467100000006,0,,,,,,,
1043,k510,Stelasyn,Female,8,27,10,47.65824979999999,1,,,,,,,
1044,k510,Stelasyn,Female,8,27,15,49.687051700000005,1,,,,,,,
1045,k510,Stelasyn,Female,8,27,20,52.10557382,1,,,,,,,
1046,k603,Propriva,Male,2,27,0,45.0,0,,,,,,,
1047,k603,Propriva,Male,2,27,5,46.04211582,0,,,,,,,
1048,k603,Propriva,Male,2,27,10,46.60694676,0,,,,,,,
1049,k603,Propriva,Male,2,27,15,48.775285499999995,0,,,,,,,
1050,k603,Propriva,Male,2,27,20,50.18010935,0,,,,,,,
1051,k754,Zoniferol,Female,8,26,0,45.0,0,,,,,,,
1052,k754,Zoniferol,Female,8,26,5,45.7277604,0,,,,,,,
1053,k754,Zoniferol,Female,8,26,10,49.74611666,0,,,,,,,
1054,k754,Zoniferol,Female,8,26,15,51.32356994,0,,,,,,,
1055,k754,Zoniferol,Female,8,26,20,52.69342276,1,,,,,,,
1056,k804,Infubinol,Female,23,29,0,45.0,0,,,,,,,
1057,k804,Infubinol,Female,23,29,5,48.26620364,0,,,,,,,
1058,k804,Infubinol,Female,23,29,10,49.47124419,0,,,,,,,
1059,k804,Infubinol,Female,23,29,15,50.47761824,0,,,,,,,
1060,k804,Infubinol,Female,23,29,20,54.48451945,0,,,,,,,
1061,k804,Infubinol,Female,23,29,25,55.67480798,1,,,,,,,
1062,k804,Infubinol,Female,23,29,30,59.24061511,2,,,,,,,
1063,k804,Infubinol,Female,23,29,35,62.11727887,2,,,,,,,
1064,k862,Stelasyn,Female,13,25,0,45.0,0,,,,,,,
1065,k862,Stelasyn,Female,13,25,5,49.20305786,0,,,,,,,
1066,k862,Stelasyn,Female,13,25,10,50.52355007,1,,,,,,,
1067,k862,Stelasyn,Female,13,25,15,54.47453362,1,,,,,,,
1068,k862,Stelasyn,Female,13,25,20,57.05784818,1,,,,,,,
1069,k862,Stelasyn,Female,13,25,25,58.7192973,2,,,,,,,
1070,k862,Stelasyn,Female,13,25,30,60.60543979,3,,,,,,,
1071,k862,Stelasyn,Female,13,25,35,66.58072244,3,,,,,,,
1072,k862,Stelasyn,Female,13,25,40,67.57134128,4,,,,,,,
1073,k862,Stelasyn,Female,13,25,45,69.29914907,4,,,,,,,
1074,k894,Zoniferol,Female,13,29,0,45.0,0,,,,,,,
1075,k894,Zoniferol,Female,13,29,5,47.64568674,0,,,,,,,
1076,k894,Zoniferol,Female,13,29,10,49.27287011,1,,,,,,,
1077,k894,Zoniferol,Female,13,29,15,49.987765700000004,1,,,,,,,
1078,k894,Zoniferol,Female,13,29,20,50.98163936,1,,,,,,,
1079,k894,Zoniferol,Female,13,29,25,52.32583833,2,,,,,,,
1080,k894,Zoniferol,Female,13,29,30,54.40012279,3,,,,,,,
1081,k894,Zoniferol,Female,13,29,35,55.36266238,4,,,,,,,
1082,k894,Zoniferol,Female,13,29,40,58.64705616,4,,,,,,,
1083,k894,Zoniferol,Female,13,29,45,60.75270417,4,,,,,,,
1084,l215,Propriva,Male,10,29,0,45.0,0,,,,,,,
1085,l215,Propriva,Male,10,29,5,49.48194935,1,,,,,,,
1086,l215,Propriva,Male,10,29,10,53.653969599999996,1,,,,,,,
1087,l264,Ketapril,Female,15,30,0,45.0,0,,,,,,,
1088,l264,Ketapril,Female,15,30,5,46.66876646,0,,,,,,,
1089,l264,Ketapril,Female,15,30,10,50.65958094,0,,,,,,,
1090,l471,Ceftamin,Female,7,28,0,45.0,0,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1091,l471,Ceftamin,Female,7,28,5,46.25187204,0,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1092,l471,Ceftamin,Female,7,28,10,48.18206306,0,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1093,l471,Ceftamin,Female,7,28,15,49.40687901,0,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1094,l471,Ceftamin,Female,7,28,20,52.22832698,0,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1095,l471,Ceftamin,Female,7,28,25,52.84755893,1,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1096,l471,Ceftamin,Female,7,28,30,58.09360446,1,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1097,l471,Ceftamin,Female,7,28,35,61.40599916,1,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1098,l471,Ceftamin,Female,7,28,40,63.84485785,1,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1099,l471,Ceftamin,Female,7,28,45,67.74866174,1,Ceftamin,Female,7.0,28.0,45.0,67.74866174,1.0
1100,l490,Ceftamin,Male,24,26,0,45.0,0,,,,,,,
1101,l490,Ceftamin,Male,24,26,5,45.61253918,1,,,,,,,
1102,l490,Ceftamin,Male,24,26,10,47.25960594,1,,,,,,,
1103,l490,Ceftamin,Male,24,26,15,50.52481268,1,,,,,,,
1104,l490,Ceftamin,Male,24,26,20,51.90544699,1,,,,,,,
1105,l490,Ceftamin,Male,24,26,25,55.81003359,2,,,,,,,
1106,l490,Ceftamin,Male,24,26,30,57.91838132,3,,,,,,,
1107,l558,Ceftamin,Female,13,30,0,45.0,0,,,,,,,
1108,l558,Ceftamin,Female,13,30,5,45.80908882,0,,,,,,,
1109,l558,Ceftamin,Female,13,30,10,46.78453491,0,,,,,,,
1110,l661,Ceftamin,Male,18,26,0,45.0,0,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1111,l661,Ceftamin,Male,18,26,5,46.26879904,0,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1112,l661,Ceftamin,Male,18,26,10,49.68361956,0,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1113,l661,Ceftamin,Male,18,26,15,50.94754484,1,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1114,l661,Ceftamin,Male,18,26,20,52.61749003,1,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1115,l661,Ceftamin,Male,18,26,25,53.18065678,2,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1116,l661,Ceftamin,Male,18,26,30,55.32909936,2,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1117,l661,Ceftamin,Male,18,26,35,56.47412871,2,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1118,l661,Ceftamin,Male,18,26,40,59.20566876,3,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1119,l661,Ceftamin,Male,18,26,45,59.85195552,3,Ceftamin,Male,18.0,26.0,45.0,59.85195552,3.0
1120,l700,Naftisol,Female,18,27,0,45.0,0,,,,,,,
1121,l700,Naftisol,Female,18,27,5,45.91837165,0,,,,,,,
1122,l700,Naftisol,Female,18,27,10,47.01356652,1,,,,,,,
1123,l700,Naftisol,Female,18,27,15,49.04022529,1,,,,,,,
1124,l700,Naftisol,Female,18,27,20,50.73476811,1,,,,,,,
1125,l700,Naftisol,Female,18,27,25,54.23450181,1,,,,,,,
1126,l700,Naftisol,Female,18,27,30,56.653215,1,,,,,,,
1127,l700,Naftisol,Female,18,27,35,61.46260354,1,,,,,,,
1128,l700,Naftisol,Female,18,27,40,62.98667798,1,,,,,,,
1129,l700,Naftisol,Female,18,27,45,63.94664044,1,,,,,,,
1130,l725,Naftisol,Female,8,26,0,45.0,0,,,,,,,
1131,l725,Naftisol,Female,8,26,5,48.73631881,1,,,,,,,
1132,l725,Naftisol,Female,8,26,10,50.82391154,2,,,,,,,
1133,l725,Naftisol,Female,8,26,15,54.24456268,2,,,,,,,
1134,l725,Naftisol,Female,8,26,20,59.61515479999999,2,,,,,,,
1135,l725,Naftisol,Female,8,26,25,65.00882889,2,,,,,,,
1136,l725,Naftisol,Female,8,26,30,66.59954515,3,,,,,,,
1137,l725,Naftisol,Female,8,26,35,69.12570173,3,,,,,,,
1138,l725,Naftisol,Female,8,26,40,73.69349382,3,,,,,,,
1139,l725,Naftisol,Female,8,26,45,76.66881742,3,,,,,,,
1140,l733,Ceftamin,Female,4,30,0,45.0,0,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1141,l733,Ceftamin,Female,4,30,5,46.17422627,0,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1142,l733,Ceftamin,Female,4,30,10,48.35495154,0,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1143,l733,Ceftamin,Female,4,30,15,49.28519504,0,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1144,l733,Ceftamin,Female,4,30,20,53.24431157,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1145,l733,Ceftamin,Female,4,30,25,54.95166826,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1146,l733,Ceftamin,Female,4,30,30,56.31906537,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1147,l733,Ceftamin,Female,4,30,35,57.60079774,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1148,l733,Ceftamin,Female,4,30,40,59.44350649999999,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1149,l733,Ceftamin,Female,4,30,45,64.29983003,1,Ceftamin,Female,4.0,30.0,45.0,64.29983003,1.0
1150,l872,Placebo,Male,19,30,0,45.0,0,,,,,,,
1151,m133,Naftisol,Female,2,26,0,45.0,0,,,,,,,
1152,m133,Naftisol,Female,2,26,5,46.62130127,0,,,,,,,
1153,m133,Naftisol,Female,2,26,10,47.50333803,0,,,,,,,
1154,m133,Naftisol,Female,2,26,15,48.6652074,1,,,,,,,
1155,m133,Naftisol,Female,2,26,20,52.63688249,1,,,,,,,
1156,m133,Naftisol,Female,2,26,25,54.08243662,2,,,,,,,
1157,m269,Stelasyn,Female,22,28,0,45.0,0,,,,,,,
1158,m269,Stelasyn,Female,22,28,5,49.011180100000004,0,,,,,,,
1159,m269,Stelasyn,Female,22,28,10,50.86013006,0,,,,,,,
1160,m269,Stelasyn,Female,22,28,15,55.9053436,0,,,,,,,
1161,m269,Stelasyn,Female,22,28,20,61.14586638,0,,,,,,,
1162,m269,Stelasyn,Female,22,28,25,64.89301976,0,,,,,,,
1163,m269,Stelasyn,Female,22,28,30,67.71250988,1,,,,,,,
1164,m269,Stelasyn,Female,22,28,35,68.68991735,1,,,,,,,
1165,m269,Stelasyn,Female,22,28,40,70.21464419,1,,,,,,,
1166,m269,Stelasyn,Female,22,28,45,75.12368955,1,,,,,,,
1167,m331,Zoniferol,Female,19,26,0,45.0,0,,,,,,,
1168,m331,Zoniferol,Female,19,26,5,45.52301371,1,,,,,,,
1169,m331,Zoniferol,Female,19,26,10,47.64687735,1,,,,,,,
1170,m331,Zoniferol,Female,19,26,15,52.11008758,1,,,,,,,
1171,m550,Ketapril,Male,18,28,0,45.0,0,,,,,,,
1172,m550,Ketapril,Male,18,28,5,49.05409736,1,,,,,,,
1173,m550,Ketapril,Male,18,28,10,50.54803457,2,,,,,,,
1174,m550,Ketapril,Male,18,28,15,51.16606544,3,,,,,,,
1175,m550,Ketapril,Male,18,28,20,53.75794476,3,,,,,,,
1176,m550,Ketapril,Male,18,28,25,57.62068237,4,,,,,,,
1177,m550,Ketapril,Male,18,28,30,60.85654272,4,,,,,,,
1178,m550,Ketapril,Male,18,28,35,62.53915386,4,,,,,,,
1179,m550,Ketapril,Male,18,28,40,68.21072019,4,,,,,,,
1180,m550,Ketapril,Male,18,28,45,69.25350312,4,,,,,,,
1181,m650,Ketapril,Male,15,27,0,45.0,0,,,,,,,
1182,m650,Ketapril,Male,15,27,5,48.56249492,1,,,,,,,
1183,m650,Ketapril,Male,15,27,10,50.96899763,1,,,,,,,
1184,m650,Ketapril,Male,15,27,15,53.14955933,1,,,,,,,
1185,m650,Ketapril,Male,15,27,20,56.777938799999994,2,,,,,,,
1186,m650,Ketapril,Male,15,27,25,62.253596900000005,2,,,,,,,
1187,m650,Ketapril,Male,15,27,30,64.90188755,3,,,,,,,
1188,m650,Ketapril,Male,15,27,35,69.26574681,4,,,,,,,
1189,m650,Ketapril,Male,15,27,40,70.79706787,4,,,,,,,
1190,m650,Ketapril,Male,15,27,45,73.90139912,4,,,,,,,
1191,m756,Infubinol,Male,19,30,0,45.0,0,,,,,,,
1192,m756,Infubinol,Male,19,30,5,47.01036401,1,,,,,,,
1193,n304,Naftisol,Male,9,26,0,45.0,0,,,,,,,
1194,n304,Naftisol,Male,9,26,5,46.43121629,0,,,,,,,
1195,n304,Naftisol,Male,9,26,10,47.20125097,0,,,,,,,
1196,n304,Naftisol,Male,9,26,15,48.47797895,0,,,,,,,
